子账号,交易日,委托号,成交号,请求号,交易所,合约,买卖,开平,投保,成交价,成交量,成交金额,实际日期,成交时间,主账号,系统号,手续费,平仓浮动盈亏,平仓盈亏,基础手续费
120607001,20160301,160,822569,29,SHFE,rb1605,买,开,投机,1981.000,1,19810.00,20160301,09:55:37,120607,2733135,0.91,0.00,0.00,0.91
